beam,0,200,200,1,false,,0,2368,1956,1.2106339468302658,1,0.302085333
beam,0,200,200,1,false,,1,2368,1727,1.3711638679791547,2,0.525480208
beam,0,200,200,1,false,,2,2368,1510,1.5682119205298013,3,0.711503625
beam,0,200,200,1,false,,3,2368,1335,1.7737827715355805,4,0.864912666
beam,0,200,200,1,false,,4,2368,1220,1.9409836065573771,5,0.970488416
beam,0,200,200,1,false,,5,2368,1107,2.139114724480578,6,1.056977208
beam,0,200,200,1,false,,6,2368,1032,2.294573643410853,7,1.121806791
beam,0,200,200,1,false,,7,2368,980,2.416326530612245,8,1.1842460830000001
beam,0,200,200,1,false,,8,2368,948,2.49789029535865,9,1.241317958
beam,0,200,200,1,false,,9,2368,930,2.546236559139785,10,1.294975958
beam,0,200,200,1,false,,10,2368,874,2.7093821510297484,10,1.3417060410000001
beam,0,200,200,1,false,,11,2368,865,2.73757225433526,11,1.387371666
beam,0,200,200,1,false,,12,2368,858,2.7599067599067597,12,1.430741708
beam,0,200,200,1,false,,13,2368,851,2.782608695652174,13,1.473836291
beam,0,200,200,1,false,,14,2368,846,2.7990543735224587,14,1.517267541
beam,0,200,200,1,false,,15,2368,841,2.815695600475624,15,1.5561705
beam,0,200,200,1,false,,16,2368,838,2.8257756563245824,16,1.5927047079999999
beam,0,200,200,1,false,,17,2368,836,2.8325358851674642,17,1.6280975
beam,0,200,200,1,false,,18,2368,836,2.8325358851674642,17,1.663281416
beam,0,200,200,1,false,,20,2368,836,2.8325358851674642,17,1.6989782500000001
